#Node1	Node2
YER125W	YPR154W
YER125W	YPR187W
YER126C	YGL111W
YER126C	YGL120C
YER126C	YGR103W
YER126C	YGR245C
YER126C	YHR066W
YER126C	YHR197W
YER126C	YKL009W
YER126C	YKR081C
YER126C	YLR009W
YER126C	YMR047C
YER126C	YNR053C
YER126C	YOR267C
YER126C	YPL093W
YER126C	YPL131W
YER126C	YPR016C
YER127W	YIL019W
YER127W	YJL036W
YER127W	YJL141C
YER127W	YNR054C
YER127W	YOL010W
YER128W	YOL016C
YER128W	YPR173C
YER129W	YER155C
YER129W	YFR028C
YER129W	YGL019W
YER129W	YIL035C
YER129W	YKL042W
YER129W	YNL225C
YER129W	YOR061W
YER129W	YOR373W
YER129W	YPL204W
YER131W	YLR435W
YER132C	YER177W
YER132C	YGR052W
YER132C	YJR005W
YER132C	YMR139W
YER132C	YNL025C
YER132C	YNL307C
YER132C	YPL203W
YER132C	YPL204W
YER133W	YER167W
YER133W	YER177W
YER133W	YFL023W
YER133W	YFR001W
YER133W	YFR003C
YER133W	YFR015C
YER133W	YGL111W
YER133W	YGR052W
YER133W	YGR097W
YER133W	YGR103W
YER133W	YGR156W
YER133W	YGR238C
YER133W	YHL001W
YER133W	YHL033C
YER133W	YHR010W
YER133W	YHR052W
YER133W	YHR158C
YER133W	YIL045W
YER133W	YIL070C
YER133W	YIL144W
YER133W	YIL154C
YER133W	YIR010W
YER133W	YJL042W
YER133W	YJL130C
YER133W	YJL187C
YER133W	YJL190C
YER133W	YJR007W
YER133W	YKL006W
YER133W	YKL018W
YER133W	YKL035W
YER133W	YKL059C
YER133W	YKL166C
YER133W	YKL193C
YER133W	YKL203C
YER133W	YKR002W
YER133W	YKR081C
YER133W	YLL045C
YER133W	YLR002C
YER133W	YLR096W
YER133W	YLR115W
YER133W	YLR215C
YER133W	YLR258W
YER133W	YLR340W
YER133W	YLR367W
YER133W	YLR441C
YER133W	YLR449W
YER133W	YML063W
YER133W	YML074C
YER133W	YMR001C
YER133W	YMR049C
YER133W	YMR140W
YER133W	YMR242C
YER133W	YMR290C
YER133W	YMR311C
YER133W	YNL002C
YER133W	YNL061W
YER133W	YNL222W
YER133W	YNL233W
YER133W	YNL317W
YER133W	YOL091W
YER133W	YOR014W
YER133W	YOR063W
YER133W	YOR078W
YER133W	YOR178C
YER133W	YOR179C
YER133W	YOR227W
YER133W	YOR234C
YER133W	YOR294W
YER133W	YOR312C
YER133W	YOR341W
YER133W	YOR351C
YER133W	YPL074W
YER133W	YPL093W
YER133W	YPL137C
YER133W	YPL143W
YER133W	YPL211W
YER133W	YPL237W
YER133W	YPR016C
YER136W	YFL005W
YER136W	YFL038C
YER136W	YGL210W
YER136W	YKR014C
YER136W	YLR262C
YER136W	YML001W
YER136W	YNL093W
YER136W	YNL304W
YER136W	YOR089C
YER138C	YNL307C
YER139C	YFR014C
YER139C	YGL070C
YER139C	YHR143WA
YER139C	YIL021W
YER139C	YJL006C
YER139C	YJL057C
YER139C	YJL140W
YER139C	YJL141C
YER139C	YJR072C
YER139C	YKL048C
YER139C	YKL139W
YER139C	YLL039C
YER139C	YLR293C
YER139C	YMR291W
YER139C	YOL005C
YER139C	YOL100W
YER139C	YOR151C
YER139C	YOR210W
YER139C	YOR224C
YER139C	YOR231W
YER139C	YPL203W
YER139C	YPR187W
YER141W	YGR112W
YER141W	YJL092W
YER141W	YJL141C
YER141W	YPL172C
YER142C	YOL016C
YER143W	YFR004W
YER143W	YFR052W
YER143W	YGR233C
YER143W	YHR027C
YER143W	YHR200W
YER143W	YKL156W
YER143W	YLL039C
YER143W	YML088W
YER143W	YOL018C
YER143W	YOR117W
YER143W	YOR327C
YER143W	YPL232W
YER144C	YOR157C
YER145C	YLL039C
YER145C	YMR058W
YER145C	YOR357C
YER146W	YER172C
YER146W	YGL103W
YER146W	YHR165C
YER146W	YJL124C
YER146W	YJR022W
YER146W	YLR117C
YER146W	YLR275W
YER146W	YLR438CA
YER146W	YMR268C
YER146W	YNL145W
YER146W	YNL147W
YER146W	YOL149W
YER146W	YPL220W
YER148W	YER151C
YER148W	YER159C
YER148W	YFR034C
YER148W	YGL019W
YER148W	YGL048C
YER148W	YGL112C
YER148W	YGL241W
YER148W	YGR056W
YER148W	YGR104C
YER148W	YGR246C
YER148W	YGR274C
YER148W	YHR041C
YER148W	YHR200W
YER148W	YIL021W
YER148W	YJL115W
YER148W	YJL140W
YER148W	YKL058W
YER148W	YLR055C
YER148W	YLR357W
YER148W	YLR399C
YER148W	YLR418C
YER148W	YML015C
YER148W	YML098W
YER148W	YML114C
YER148W	YMR005W
YER148W	YMR039C
YER148W	YMR125W
YER148W	YMR227C
YER148W	YMR236W
YER148W	YMR270C
YER148W	YMR308C
YER148W	YNL039W
YER148W	YNL216W
YER148W	YOL012C
YER148W	YOL051W
YER148W	YOL148C
YER148W	YOR039W
YER148W	YOR047C
YER148W	YOR194C
YER148W	YOR198C
YER148W	YOR298CA
YER148W	YOR340C
YER148W	YPL011C
YER148W	YPL082C
YER148W	YPL122C
YER148W	YPL129W
YER148W	YPL235W
YER148W	YPL248C
YER148W	YPL254W
YER148W	YPR056W
YER148W	YPR072W
YER148W	YPR086W
YER149C	YLL021W
YER149C	YLR319C
YER149C	YNL293W
YER149C	YOL112W
YER151C	YER162C
YER151C	YFR004W
YER151C	YGR186W
YER151C	YIL109C
YER151C	YJL141C
YER151C	YKL054C
YER151C	YKL074C
YER151C	YKL145W
YER151C	YKL213C
YER151C	YLL024C
YER151C	YLR116W
YER151C	YML010W
YER151C	YNR051C
YER151C	YOL082W
YER151C	YOL117W
YER151C	YOR151C
YER151C	YPR119W
YER153C	YGR222W
YER153C	YLR067C
YER154W	YGL137W
YER154W	YHL034C
YER154W	YJL143W
YER154W	YNR017W
YER154W	YOL016C
YER154W	YPL063W
YER154W	YPL078C
YER154W	YPL173W
YER155C	YGL019W
YER155C	YGR080W
YER155C	YIL113W
YER155C	YJL098W
YER155C	YKR055W
YER155C	YLR229C
YER155C	YNL090W
YER155C	YNL207W
YER155C	YOR061W
YER155C	YPL042C
YER157W	YFL038C
YER157W	YGL005C
YER157W	YGL038C
YER157W	YGL223C
YER157W	YGR120C
YER157W	YHL031C
YER157W	YJL036W
YER157W	YKL196C
YER157W	YLR026C
YER157W	YLR268W
YER157W	YLR423C
YER157W	YML071C
YER157W	YNL041C
YER157W	YNL051W
YER157W	YNL287W
YER157W	YPR105C
YER159C	YOL012C
YER159C	YPL082C
YER160C	YNL307C
YER161C	YER172C
YER161C	YGL120C
YER161C	YGL201C
YER161C	YGR116W
YER161C	YHL025W
YER161C	YHR166C
YER161C	YNL183C
YER161C	YNR023W
YER161C	YPL016W
YER162C	YFR021W
YER162C	YGL150C
YER162C	YHL025W
YER162C	YLL039C
YER162C	YOR117W
YER162C	YOR257W
YER164W	YGL019W
YER164W	YGL112C
YER164W	YGL207W
YER164W	YGL244W
YER164W	YGL252C
YER164W	YGR252W
YER164W	YHR099W
YER164W	YIL035C
YER164W	YML010W
YER164W	YML069W
YER164W	YMR223W
YER164W	YMR236W
YER164W	YOL148C
YER164W	YOR039W
YER164W	YOR061W
YER164W	YPL082C
YER164W	YPL254W
YER165W	YGL044C
YER165W	YGL049C
YER165W	YGL122C
YER165W	YGR162W
YER165W	YGR178C
YER165W	YGR218W
YER165W	YHR186C
YER165W	YIL095W
YER165W	YIL123W
YER165W	YIR001C
YER165W	YJL080C
YER165W	YJL124C
YER165W	YJR066W
YER165W	YKL025C
YER165W	YKL068W
YER165W	YKL074C
YER165W	YLL013C
YER165W	YLR116W
YER165W	YLR293C
YER165W	YLR362W
YER165W	YLR457C
YER165W	YMR080C
YER165W	YMR146C
YER165W	YNL161W
YER165W	YNL251C
YER165W	YNR024W
YER165W	YOL111C
YER165W	YOL117W
YER165W	YOL139C
YER165W	YOL149W
YER165W	YOR046C
YER165W	YOR198C
YER165W	YOR361C
YER165W	YPL169C
YER165W	YPL178W
YER165W	YPL203W
YER165W	YPR016C
YER166W	YIR006C
YER166W	YJL204C
YER166W	YML072C
YER166W	YNL323W
YER167W	YER177W
YER167W	YGR040W
YER167W	YGR229C
YER167W	YGR238C
YER167W	YHR158C
YER167W	YLR096W
YER167W	YOL108C
YER167W	YPL204W
YER168C	YGR128C
YER169W	YNL030W
YER170W	YJL141C
YER171W	YGR258C
YER171W	YIL143C
YER171W	YKL028W
YER171W	YKR062W
YER171W	YLR005W
YER171W	YMR112C
YER171W	YMR201C
YER171W	YOL090W
YER171W	YOR046C
YER171W	YPL122C
YER171W	YPR025C
YER171W	YPR056W
YER172C	YFL017WA
YER172C	YFR019W
YER172C	YGL120C
YER172C	YGR006W
YER172C	YGR074W
YER172C	YGR075C
YER172C	YGR091W
YER172C	YGR270W
YER172C	YHR152W
YER172C	YHR156C
YER172C	YHR165C
YER172C	YIL061C
YER172C	YIR017C
YER172C	YJL143W
YER172C	YJR022W
YER172C	YKL173W
YER172C	YKR022C
YER172C	YKR086W
YER172C	YLL036C
YER172C	YLR117C
YER172C	YLR147C
YER172C	YLR275W
YER172C	YLR310C
YER172C	YLR323C
YER172C	YLR438CA
YER172C	YMR017W
YER172C	YMR240C
YER172C	YNL147W
YER172C	YNL188W
YER172C	YNR011C
YER172C	YNR016C
YER172C	YNR053C
YER172C	YOR159C
YER172C	YOR308C
YER172C	YPL105C
YER172C	YPL213W
YER172C	YPR082C
YER172C	YPR178W
YER172C	YPR182W
YER173W	YFR027W
YER173W	YHR079CA
YER173W	YIL139C
YER173W	YJL019W
YER173W	YJR068W
YER173W	YNL290W
YER173W	YOL094C
YER173W	YOR217W
YER173W	YPL178W
YER173W	YPL194W
YER174C	YGL071W
YER174C	YGL220W
YER174C	YHR205W
YER174C	YJL164C
YER174C	YLR362W
YER174C	YML036W
YER174C	YOL016C
YER174C	YOL128C
YER175C	YPL204W
YER177W	YFR028C
YER177W	YGL003C
YER177W	YGL252C
YER177W	YGR097W
YER177W	YHL007C
YER177W	YHR165C
YER177W	YIR003W
YER177W	YJL076W
YER177W	YJL141C
YER177W	YKL140W
YER177W	YKL168C
YER177W	YKL171W
YER177W	YKL182W
YER177W	YLL013C
YER177W	YLR310C
YER177W	YLR403W
YER177W	YNL031C
YER177W	YNL076W
YER177W	YNL267W
YER177W	YNL330C
YER177W	YOR033C
YER177W	YOR244W
YER177W	YPL231W
YER177W	YPL267W
YER177W	YPR008W
YER177W	YPR030W
YER177W	YPR115W
YER178W	YGR229C
YER178W	YIL042C
YER178W	YLR166C
YER178W	YLR340W
YER178W	YOR090C
YER179W	YGL163C
YER179W	YHR079CA
YER179W	YIL144W
YER179W	YLR044C
YER179W	YLR067C
YER179W	YLR127C
YER179W	YLR134W
YER179W	YNR016C
YER179W	YOR191W
YER179W	YPL121C
YER180CA	YPL051W
YFL002C	YGL111W
YFL002C	YGR103W
YFL002C	YHR066W
YFL002C	YHR197W
YFL002C	YJL050W
YFL002C	YLR009W
YFL002C	YOR310C
YFL002C	YPL093W
YFL003C	YGL249W
YFL003C	YLR394W
YFL005W	YGL106W
YFL005W	YGL198W
YFL005W	YGL233W
YFL005W	YGR009C
YFL005W	YGR172C
YFL005W	YKL130C
YFL005W	YLR026C
YFL005W	YNL044W
YFL005W	YNL263C
YFL005W	YNL272C
YFL005W	YNR049C
YFL005W	YOL018C
YFL005W	YOR326W
YFL005W	YOR370C
YFL005W	YPL045W
YFL005W	YPL145C
YFL005W	YPR017C
YFL005W	YPR028W
YFL005W	YPR032W
YFL007W	YFR004W
YFL007W	YGL048C
YFL007W	YOL038W
YFL008W	YIL026C
YFL008W	YIL126W
YFL008W	YJL074C
YFL008W	YMR001C
YFL008W	YMR076C
YFL008W	YNL262W
YFL008W	YOL115W
YFL008W	YPL204W
YFL008W	YPR007C
YFL009W	YFL031W
YFL009W	YGL170C
YFL009W	YJL157C
YFL009W	YJL194W
YFL009W	YKL108W
YFL009W	YKL159C
YFL009W	YLL039C
YFL009W	YLR096W
YFL009W	YNR047W
YFL009W	YOL025W
YFL009W	YOL133W
YFL009W	YOR057W
YFL009W	YOR083W
YFL010C	YHR205W
YFL010C	YKL139W
YFL010C	YLL039C
YFL010C	YNL161W
YFL010C	YOR231W
YFL010C	YOR351C
YFL010C	YPL141C
YFL011W	YPL240C
YFL013C	YGL150C
YFL013C	YJL081C
YFL013C	YLL036C
YFL013C	YLR399C
YFL013C	YOR123C
YFL013C	YOR189W
YFL013C	YPR133C
YFL016C	YJR045C
YFL016C	YLR203C
YFL016C	YOR232W
YFL017C	YLR438CA
YFL017WA	YLL036C
YFL017WA	YOR159C
YFL017WA	YPL213W
YFL018C	YLR178C
YFL021W	YJR066W
YFL021W	YKL161C
YFL022C	YLR293C
YFL023W	YGR175C
YFL023W	YHR193C
YFL023W	YIL045W
YFL023W	YIR006C
YFL023W	YIR033W
YFL023W	YJL006C
YFL023W	YJR145C
YFL023W	YKL054C
YFL023W	YKL081W
YFL023W	YKL168C
YFL023W	YLR200W
YFL023W	YML062C
YFL023W	YML114C
YFL023W	YMR048W
YFL023W	YMR190C
YFL023W	YMR219W
YFL023W	YMR260C
YFL023W	YNL007C
YFL023W	YNL135C
YFL023W	YNR031C
YFL023W	YOL100W
YFL023W	YOR231W
YFL023W	YOR332W
YFL023W	YOR351C
YFL023W	YOR355W
YFL023W	YPL217C
YFL023W	YPR080W
YFL023W	YPR106W
YFL023W	YPR169W
YFL024C	YFL039C
YFL024C	YGL048C
YFL024C	YGL158W
YFL024C	YGR002C
YFL024C	YHR090C
YFL024C	YHR099W
YFL024C	YJL081C
YFL024C	YJL098W
YFL024C	YJR082C
YFL024C	YLR223C
YFL024C	YNL031C
YFL024C	YNL107W
YFL024C	YNL136W
YFL024C	YNR007C
YFL024C	YOL012C
YFL024C	YOR244W
YFL024C	YPL082C
YFL024C	YPL248C
YFL024C	YPR023C
YFL025C	YMR307W
YFL026W	YGL089C
YFL026W	YGL206C
YFL026W	YHR005C
YFL026W	YKL178C
YFL026W	YNL217W
YFL026W	YNL307C
YFL026W	YOR212W
YFL026W	YPL187W
YFL028C	YGR040W
YFL029C	YGR080W
YFL029C	YLL008W
YFL031W	YFL038C
YFL031W	YGR252W
YFL031W	YHR079C
YFL031W	YNL330C
YFL031W	YOL004W
YFL033C	YLR096W
YFL033C	YOL081W
YFL033C	YPL204W
YFL034CA	YHR200W
YFL034CA	YKL009W
YFL034CB	YIL106W
YFL034CB	YLR096W
YFL034CB	YLR131C
YFL034CB	YNL161W
YFL034CB	YNL272C
YFL036W	YJL034W
YFL036W	YJR045C
YFL036W	YJR144W
YFL036W	YLR067C
YFL036W	YLR139C
YFL036W	YLR259C
YFL036W	YLR439W
YFL036W	YML025C
YFL036W	YMR228W
YFL036W	YOR017W
YFL037W	YFR046C
YFL037W	YGL216W
YFL037W	YIL065C
YFL037W	YJL014W
YFL037W	YKR054C
YFL037W	YLR045C
YFL037W	YML085C
YFL037W	YNL223W
YFL037W	YOR265W
YFL037W	YOR349W
YFL037W	YPL253C
YFL037W	YPR141C
YFL038C	YGL198W
YFL038C	YGR120C
YFL038C	YGR172C
YFL038C	YKR068C
YFL038C	YLR026C
YFL038C	YLR268W
YFL038C	YLR396C
YFL038C	YMR218C
YFL038C	YNL044W
YFL038C	YNL263C
YFL038C	YOL018C
YFL038C	YOL148C
YFL038C	YOR075W
YFL038C	YOR115C
YFL038C	YPR017C
YFL038C	YPR049C
YFL039C	YGL097W
YFL039C	YGL150C
YFL039C	YGL195W
YFL039C	YGR002C
YFL039C	YGR080W
YFL039C	YGR136W
YFL039C	YGR229C
YFL039C	YGR240C
YFL039C	YHR016C
YFL039C	YHR023W
YFL039C	YHR090C
YFL039C	YIL138C
YFL039C	YIL159W
YFL039C	YJL014W
YFL039C	YJL081C
YFL039C	YJR065C
YFL039C	YJR076C
YFL039C	YKL079W
YFL039C	YKL196C
YFL039C	YLL026W
YFL039C	YLL050C
YFL039C	YLR093C
YFL039C	YLR166C
YFL039C	YLR319C
YFL039C	YLR335W
YFL039C	YLR337C
YFL039C	YLR399C
YFL039C	YLR429W
YFL039C	YMR092C
YFL039C	YMR109W
YFL039C	YMR260C
YFL039C	YNL004W
YFL039C	YNL079C
YFL039C	YNL107W
YFL039C	YNL136W
YFL039C	YNL138W
YFL039C	YNL243W
YFL039C	YNL271C
YFL039C	YNR031C
YFL039C	YOL012C
YFL039C	YOR122C
YFL039C	YOR141C
YFL039C	YOR181W
YFL039C	YOR189W
YFL039C	YOR239W
YFL039C	YOR244W
YFL039C	YOR281C
YFL039C	YOR326W
YFL039C	YOR367W
YFL039C	YPL235W
YFL039C	YPL242C
YFL039C	YPR154W
YFL041W	YML121W
YFL042C	YFR051C
YFL042C	YNL287W
YFL044C	YGR048W
YFL044C	YKL020C
YFL044C	YKL213C
YFL044C	YLL039C
YFL044C	YOR153W
YFL045C	YHR200W
YFL046W	YMR131C
YFL047W	YJL095W
YFL047W	YLR229C
YFL047W	YNL180C
YFL047W	YOR231W
YFL048C	YLR026C
YFL048C	YLR080W
YFL048C	YLR268W
YFL048C	YNL287W
YFL048C	YPR181C
YFL049W	YGL158W
YFL049W	YHL025W
YFL049W	YJL176C
YFL049W	YNL030W
YFL049W	YNL031C
YFL049W	YNL206C
YFL049W	YNR023W
YFL049W	YOR290C
YFL050C	YOL130W
YFR001W	YGR103W
YFR001W	YKL021C
YFR001W	YKL082C
YFR001W	YKL130C
YFR001W	YKL172W
YFR001W	YKL185W
YFR001W	YLR009W
YFR001W	YOL077C
YFR001W	YOR206W
YFR001W	YOR267C
YFR001W	YPR016C
YFR001W	YPR143W
YFR002W	YGL100W
YFR002W	YGL172W
YFR002W	YGR119C
YFR002W	YHR135C
YFR002W	YHR170W
YFR002W	YIL149C
YFR002W	YJL039C
YFR002W	YJL041W
YFR002W	YKL057C
YFR002W	YKL068W
YFR002W	YLL039C
YFR002W	YLR018C
YFR002W	YLR347C
YFR002W	YML031W
YFR002W	YML103C
YFR002W	YMR047C
YFR002W	YMR129W
YFR002W	YMR153W
YFR002W	YMR308C
YFR003C	YKL193C
YFR003C	YML016C
YFR003C	YPL179W
YFR004W	YFR010W
YFR004W	YFR050C
YFR004W	YFR052W
YFR004W	YGL004C
YFR004W	YGL011C
YFR004W	YGL048C
YFR004W	YGL141W
YFR004W	YGR135W
YFR004W	YGR232W
YFR004W	YGR253C
YFR004W	YHL030W
YFR004W	YHR027C
YFR004W	YHR200W
YFR004W	YIL075C
YFR004W	YIR011C
YFR004W	YJL001W
YFR004W	YKL145W
YFR004W	YLL039C
YFR004W	YLR378C
YFR004W	YLR421C
YFR004W	YML088W
YFR004W	YML092C
YFR004W	YMR276W
YFR004W	YMR314W
YFR004W	YNL189W
YFR004W	YOL038W
YFR004W	YOR117W
YFR004W	YOR157C
YFR004W	YOR259C
YFR004W	YOR261C
YFR004W	YOR362C
YFR004W	YPR103W
YFR004W	YPR108W
YFR004W	YPR131C
YFR005C	YLL036C
YFR008W	YMR029C
YFR008W	YMR052W
YFR008W	YNL127W
YFR009W	YGL195W
YFR009W	YJL189W
YFR010W	YGL048C
YFR010W	YGL141W
YFR010W	YHL030W
YFR010W	YHR027C
YFR010W	YHR200W
YFR010W	YKL145W
YFR010W	YLR096W
YFR011C	YGR235C
YFR011C	YKR016W
YFR011C	YNL026W
YFR011C	YNL100W
YFR011C	YNL113W
YFR013W	YNR047W
YFR014C	YGL210W
YFR014C	YGR180C
YFR014C	YGR264C
YFR014C	YHR033W
YFR014C	YHR087W
YFR014C	YIL065C
YFR014C	YJL167W
YFR014C	YJR129C
YFR014C	YML001W
YFR014C	YML022W
YFR014C	YMR116C
YFR014C	YMR205C
YFR014C	YNL111C
YFR014C	YNR064C
YFR014C	YOR089C
YFR014C	YOR101W
YFR014C	YOR184W
YFR014C	YOR271C
YFR015C	YGL134W
YFR015C	YGR052W
YFR015C	YIL045W
YFR015C	YJL095W
YFR015C	YJL137C
YFR015C	YLR258W
YFR015C	YPL031C
YFR015C	YPL204W
YFR015C	YPL219W
YFR016C	YLL021W
YFR017C	YPR184W
YFR019W	YFR021W
YFR019W	YLR386W
YFR021W	YFR029W
YFR021W	YHR103W
YFR021W	YJR025C
YFR021W	YJR140C
YFR021W	YLL039C
YFR021W	YLR094C
YFR021W	YLR386W
YFR021W	YML059C
YFR021W	YNL242W
YFR021W	YNR058W
YFR022W	YPL153C
YFR024CA	YHR016C
YFR024CA	YHR082C
YFR024CA	YJR083C
YFR024CA	YLR144C
YFR024CA	YMR127C
YFR024CA	YMR192W
YFR024CA	YMR216C
YFR024CA	YNL020C
YFR024CA	YOR042W
YFR024CA	YOR181W
YFR024CA	YPR171W
YFR027W	YJR068W
YFR027W	YKL113C
YFR027W	YLR233C
YFR027W	YMR078C
YFR027W	YNL290W
YFR027W	YOL094C
YFR027W	YOR217W
YFR027W	YPL008W
YFR028C	YGL086W
YFR028C	YGR040W
YFR028C	YGR052W
YFR028C	YGR097W
YFR028C	YGR140W
YFR028C	YGR203W
YFR028C	YHR061C
YFR028C	YHR076W
YFR028C	YIL035C
YFR028C	YIL095W
YFR028C	YIL159W
YFR028C	YIR026C
YFR028C	YJL076W
YFR028C	YJL095W
YFR028C	YJL128C
YFR028C	YJL187C
YFR028C	YJR057W
YFR028C	YKL001C
YFR028C	YKR010C
YFR028C	YKR021W
YFR028C	YLR019W
YFR028C	YLR096W
YFR028C	YLR131C
YFR028C	YML064C
YFR028C	YMR055C
YFR028C	YMR270C
YFR028C	YNL001W
YFR028C	YNL161W
YFR028C	YNL271C
YFR028C	YNL307C
YFR028C	YOL078W
YFR028C	YOR061W
YFR028C	YOR093C
YFR028C	YOR119C
YFR028C	YOR265W
YFR028C	YPL209C
YFR028C	YPL269W
YFR028C	YPR042C
YFR029W	YIR037W
YFR029W	YJL156C
YFR029W	YOR014W
YFR030W	YGR262C
YFR031CA	YGR103W
YFR031CA	YHR197W
YFR031CA	YKL009W
YFR031CA	YLL039C
YFR031CA	YLR340W
YFR031C	YGR246C
YFR031C	YIL144W
YFR031C	YJL074C
YFR031C	YJL092W
YFR031C	YKL068W
YFR031C	YLR086W
YFR031C	YLR272C
YFR031C	YOL115W
YFR031C	YPR190C
YFR033C	YML129C
YFR033C	YNR018W
YFR033C	YPR191W
YFR034C	YGL048C
YFR034C	YGR233C
YFR034C	YHR205W
YFR034C	YKL145W
YFR034C	YKR062W
YFR034C	YLR359W
YFR034C	YMR308C
YFR034C	YNL289W
YFR034C	YOL108C
YFR034C	YOR119C
YFR034C	YOR259C
YFR034C	YOR290C
YFR034C	YPL122C
YFR034C	YPR086W
YFR036W	YGL003C
YFR036W	YGL116W
YFR036W	YGL240W
YFR036W	YHR166C
YFR036W	YIR025W
YFR036W	YKL022C
YFR036W	YLR127C
YFR036W	YMR001C
YFR036W	YNL172W
YFR037C	YGL097W
YFR037C	YGR056W
YFR037C	YGR270W
YFR037C	YIL126W
YFR037C	YJL115W
YFR037C	YLR357W
YFR037C	YML127W
YFR037C	YMR091C
YFR037C	YNL030W
YFR037C	YNL031C
YFR037C	YNL206C
YFR037C	YOR290C
YFR037C	YPL082C
YFR038W	YHR030C
YFR040W	YOL069W
YFR040W	YPR040W
YFR042W	YGR143W
YFR042W	YOR336W
YFR042W	YPR159W
YFR043C	YLR248W
YFR044C	YNL191W
YFR046C	YGL093W
YFR046C	YGR179C
YFR046C	YIL144W
YFR046C	YIR010W
YFR046C	YJR135C
YFR046C	YLR315W
YFR046C	YML085C
YFR046C	YMR117C
YFR046C	YOL069W
YFR046C	YOL086WA
YFR046C	YOR057W
YFR046C	YPL018W
YFR046C	YPR046W
YFR050C	YGR067C
YFR050C	YHR052W
YFR050C	YJL001W
YFR050C	YJL047C
YFR050C	YLL036C
YFR050C	YNL253W
YFR050C	YOL038W
YFR050C	YOR157C
YFR050C	YOR261C
YFR050C	YOR362C
YFR050C	YPR103W
YFR051C	YGL051W
YFR051C	YGL075C
YFR051C	YIL004C
YFR051C	YLR268W
YFR051C	YNL258C
YFR051C	YNL304W
YFR051C	YPL010W
YFR052W	YGR135W
YFR052W	YGR232W
YFR052W	YHR027C
YFR052W	YHR200W
YFR052W	YIL075C
YFR052W	YIR011C
YFR052W	YKL145W
YFR052W	YML088W
YFR052W	YML092C
YFR052W	YMR276W
YFR052W	YNL103W
YFR052W	YOR056C
YFR052W	YOR157C
YFR052W	YOR257W
YFR052W	YOR261C
YFR052W	YOR362C
YFR052W	YPR108W
YFR053C	YGL178W
YFR053C	YJR091C
YFR053C	YLL013C
YFR053C	YPR042C
YGL001C	YGL012W
YGL001C	YGR175C
YGL001C	YHR007C
YGL001C	YHR072W
YGL001C	YHR190W
YGL001C	YLR056W
YGL001C	YML008C
YGL001C	YMR202W
YGL001C	YNL280C
YGL003C	YGL240W
YGL003C	YHR166C
YGL003C	YIL142W
YGL003C	YIR025W
YGL003C	YJL106W
YGL003C	YKL022C
YGL003C	YLR102C
YGL003C	YLR127C
YGL003C	YMR304W
YGL003C	YMR308C
YGL003C	YNL172W
YGL003C	YOR249C
YGL003C	YPL256C
YGL003C	YPR119W
YGL003C	YPR120C
YGL004C	YGL048C
YGL004C	YGR232W
YGL004C	YHR027C
YGL004C	YIL007C
YGL004C	YIL075C
YGL004C	YKL145W
YGL004C	YOR117W
YGL004C	YOR259C
YGL004C	YOR261C
YGL004C	YPR108W
YGL005C	YGR120C
YGL005C	YML071C
YGL005C	YMR186W
YGL005C	YNL041C
YGL005C	YNL051W
YGL005C	YPL240C
YGL005C	YPR105C
YGL006W	YLR093C
YGL008C	YGL244W
YGL008C	YGR130C
YGL008C	YHL040C
YGL008C	YHR098C
YGL008C	YIL021W
YGL008C	YIL109C
YGL008C	YJR005W
YGL008C	YKR039W
YGL008C	YLL039C
YGL008C	YLR418C
YGL008C	YMR086W
YGL008C	YMR127C
YGL008C	YNL004W
YGL008C	YNL124W
YGL008C	YNL291C
YGL008C	YOL145C
YGL008C	YOR123C
YGL008C	YOR153W
YGL008C	YPL169C
YGL009C	YMR291W
YGL011C	YHL030W
YGL011C	YHR027C
YGL011C	YHR052W
YGL011C	YIL075C
YGL011C	YLR021W
YGL011C	YML092C
YGL011C	YOL038W
YGL011C	YOR362C
YGL011C	YPL144W
YGL012W	YGR060W
YGL012W	YGR175C
YGL012W	YHL007C
YGL012W	YHR007C
YGL012W	YHR190W
YGL012W	YLR056W
YGL012W	YLR100W
YGL012W	YML008C
YGL012W	YNL280C
YGL013C	YGR285C
YGL013C	YHR064C
YGL013C	YHR178W
YGL013C	YMR308C
YGL013C	YNL087W
YGL013C	YOL051W
YGL014W	YNR052C
YGL014W	YOR276W
YGL016W	YGR180C
YGL016W	YJL026W
YGL016W	YKL058W
YGL016W	YLR293C
YGL016W	YLR335W
YGL016W	YMR047C
YGL016W	YOR098C
YGL016W	YOR185C
YGL016W	YOR194C
YGL016W	YOR229W
YGL016W	YOR230W
YGL017W	YLR234W
YGL017W	YNL088W
YGL017W	YOR351C
YGL018C	YPL063W
YGL018C	YPL135W
YGL019W	YGL207W
YGL019W	YGR068C
YGL019W	YGR246C
YGL019W	YGR270W
YGL019W	YHL007C
YGL019W	YHR205W
YGL019W	YIL035C
YGL019W	YJL187C
YGL019W	YKL112W
YGL019W	YKL160W
YGL019W	YLR019W
YGL019W	YLR399C
YGL019W	YMR172W
YGL019W	YNL207W
YGL019W	YNL307C
YGL019W	YOR039W
YGL019W	YOR061W
YGL019W	YOR119C
YGL019W	YOR267C
YGL019W	YPL042C
YGL019W	YPL153C
YGL021W	YLL039C
YGL022W	YGL226CA
YGL022W	YJL002C
YGL022W	YLR378C
YGL022W	YML019W
YGL022W	YMR149W
YGL022W	YOR085W
YGL022W	YOR103C
YGL023C	YLR166C
YGL023C	YNL183C
YGL025C	YGL151W
YGL025C	YGR104C
